,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,644,626,603,"1,644","1,669","2,044","2,771","2,897","2,748","3,340","2,803","2,741"
Cash from Investing Activity +,-708,-201,-321,-835,"-3,593",-612,-806,"-1,080","-1,359","-1,815","-2,142","-2,754"
Cash from Financing Activity +,-338,-438,-297,-879,"2,013","-1,382","-1,494","-2,096","-1,659",-805,-547,-544
Net Cash Flow,-402,-13,-15,-70,89,50,471,-279,-271,720,114,-556
