,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025
Promoters +,23.74%,19.92%,19.92%,19.92%,19.91%,19.87%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
FIIs +,29.28%,33.21%,32.70%,35.00%,35.78%,38.61%,47.69%,53.78%,56.51%,56.53%,57.63%,55.00%
DIIs +,14.70%,14.91%,13.73%,12.87%,11.69%,16.05%,23.07%,19.91%,19.42%,18.64%,17.34%,16.70%
Public +,32.28%,31.96%,33.64%,32.21%,32.61%,25.48%,29.26%,26.32%,24.07%,24.83%,25.02%,28.30%
No. of Shareholders,"4,81,026","4,77,983","4,87,248","4,65,834","4,60,465","4,37,544","4,46,888","4,13,343","3,75,696","3,99,293","4,08,950","4,59,662"
