,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025
Promoters +,72.83%,72.83%,72.58%,72.58%,72.58%,72.58%,72.58%,72.58%,72.58%,72.58%,72.58%,72.58%
FIIs +,10.28%,9.87%,9.89%,10.05%,10.05%,9.93%,10.13%,10.76%,10.83%,10.80%,10.63%,9.72%
DIIs +,1.61%,1.62%,1.61%,1.62%,1.49%,1.55%,1.55%,1.52%,1.90%,1.97%,1.99%,3.29%
Government +,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%
Public +,15.24%,15.62%,15.86%,15.69%,15.83%,15.88%,15.68%,14.67%,14.24%,14.19%,14.43%,14.36%
Others +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.41%,0.41%,0.41%,0.33%,0.00%
No. of Shareholders,"29,941","31,553","40,739","44,386","44,566","38,936","41,640","38,489","39,116","73,826","78,189","74,994"
