,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,120,153,361,225,317,243,364,750,860,717,847,735
Cash from Investing Activity +,39,32,-149,-228,-190,-280,-193,-529,11,-514,-375,-300
Cash from Financing Activity +,-294,-126,-95,-33,-152,79,-340,-235,-772,-291,-401,-434
Net Cash Flow,-136,60,118,-36,-25,42,-169,-14,99,-89,71,2
