,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Cash from Operating Activity +,"1,774",88,122,138,177,191,556,146,442,280,358,656
Cash from Investing Activity +,97,-109,15,-64,-220,-296,-155,-151,-428,-179,-931,-712
Cash from Financing Activity +,"-1,820",-128,-77,-83,47,184,-143,-126,61,-304,"1,311",256
Net Cash Flow,52,-149,61,-9,4,80,258,-131,74,-203,738,200
