,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,490,26,339,398,49,467,465,803,"1,032",966,334,995
Cash from Investing Activity +,-234,-384,-948,-335,"-1,084",-452,-717,-748,-971,-271,-379,-590
Cash from Financing Activity +,-262,373,631,-58,"1,032",45,321,30,33,-695,241,860
Net Cash Flow,-5,16,21,5,-4,60,69,84,94,1,195,"1,265"
