,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,45,38,34,30,45,34,31,39,43,35,31,37
Inventory Days,64,56,48,45,56,48,35,32,30,31,42,35
Days Payable,198,146,152,173,200,177,177,221,180,224,205,185
Cash Conversion Cycle,-90,-51,-70,-98,-100,-95,-111,-150,-108,-158,-132,-112
Working Capital Days,2,-3,-2,-9,-4,-8,-17,-17,-0,-11,-9,66
ROCE %,8%,7%,9%,14%,9%,9%,14%,2%,25%,32%,27%,21%
