,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025
Promoters +,98.25%,98.25%,98.25%,98.25%,98.25%,98.25%,98.25%,98.25%,98.25%,98.25%,98.25%,93.85%
FIIs +,0.00%,0.01%,0.00%,0.01%,0.00%,0.03%,0.01%,0.02%,0.00%,0.00%,0.00%,0.73%
DIIs +,0.66%,0.66%,0.67%,0.67%,0.66%,0.68%,0.65%,0.65%,0.65%,0.65%,0.65%,4.32%
Public +,1.09%,1.07%,1.08%,1.07%,1.10%,1.05%,1.09%,1.09%,1.11%,1.11%,1.10%,1.11%
No. of Shareholders,"1,31,351","1,30,506","1,46,843","1,46,968","1,45,385","1,55,115","1,56,109","1,84,679","1,91,445","1,99,351","1,99,133","1,99,821"
