,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,42,135,146,335,364,414,"1,049",343,383,803,979,"1,071"
Cash from Investing Activity +,-137,-39,-257,-267,-640,-815,-810,-361,-697,"-1,185",-951,"-1,530"
Cash from Financing Activity +,80,-98,123,253,44,368,-96,-40,311,301,90,365
Net Cash Flow,-15,-2,13,320,-232,-33,143,-58,-3,-81,119,-93
