,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,21,17,16,13,0,0,0,0,0,0,0,0
Inventory Days,73,84,,,,,,,,,,
Days Payable,374,424,,,,,,,,,,
Cash Conversion Cycle,-281,-324,16,13,0,0,0,0,0,0,0,0
Working Capital Days,-93,-71,-101,-93,"-1,158","-1,149","-1,338","-1,042","-1,241","-1,402","-1,173",-32
ROCE %,8%,13%,13%,25%,19%,19%,16%,18%,10%,12%,10%,8%
