,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,-725,"5,136",-931,"-10,814","-3,676","6,270","-8,396","17,231","28,750","-27,894","-8,617","17,396"
Cash from Investing Activity +,-147,-236,-772,-179,-214,-176,-247,"21,233",-305,-314,-618,-348
Cash from Financing Activity +,"1,727","-2,312",620,"9,041","6,776","1,000","2,552","1,866",18,"-1,543","1,195","-4,264"
Net Cash Flow,855,"2,588","-1,082","-1,952","2,886","7,094","-6,091","40,329","28,464","-29,751","-8,040","12,784"
