,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,66,63,63,56,75,106,128,119,123,191,266,240
Cash from Investing Activity +,-58,-59,-31,-56,-88,-101,-107,-436,-85,-179,-241,"-1,194"
Cash from Financing Activity +,5,-6,-31,-0,16,-5,-21,317,-35,-13,-20,951
Net Cash Flow,13,-2,1,0,3,1,1,0,3,-1,5,-3
