,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"13,146","11,880","11,455","10,824","8,023","25,336","20,169","44,327","44,381","21,683","20,301","23,512"
Cash from Investing Activity +,"-15,378","-9,021","-8,794","-9,490","-11,730","-29,176","-14,012","-9,437","-10,905","-18,179","-14,253","-14,173"
Cash from Financing Activity +,"1,015","-2,617","-4,729","-2,579","6,640",-673,"-1,695","-37,090","-23,401","-6,981","-11,097","-7,002"
Net Cash Flow,"-1,218",241,"-2,068","-1,245","2,933","-4,513","4,462","-2,200","10,075","-3,477","-5,049","2,337"
