,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"-3,663",-182,"-4,965","-2,598","-7,830","-23,400","-1,336","2,161",-806,-851,"-10,287","-31,603"
Cash from Investing Activity +,-80,-13,372,-5,-4,18,83,-14,-1,-352,435,-939
Cash from Financing Activity +,"3,375",204,"4,659","2,509","7,858","23,422","1,365","-1,083",81,691,"10,174","32,215"
Net Cash Flow,-368,9,66,-93,24,39,112,"1,063",-726,-512,322,-326
