,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,55,56,43,68,55,60,55,73,61,56,54,52
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,55,56,43,68,55,60,55,73,61,56,54,52
Working Capital Days,-53,-34,-32,-19,-24,-27,-47,34,28,27,15,16
ROCE %,8%,8%,12%,10%,11%,14%,14%,13%,13%,11%,12%,11%
