,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Promoters +,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%
FIIs +,0.25%,0.21%,0.07%,0.07%,0.08%,0.27%,0.48%,1.93%,3.00%
DIIs +,7.18%,9.63%,10.10%,10.05%,4.45%,2.20%,1.75%,2.61%,3.22%
Public +,17.57%,15.16%,14.83%,14.88%,20.47%,22.53%,22.75%,20.46%,18.76%
No. of Shareholders,"52,428","53,226","52,021","47,969","57,114","75,527","72,417","82,248","1,12,090"
