,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,339,249,-73,-127,-305,810,-84,-150,423,33,-26,97
Cash from Investing Activity +,-87,-123,-50,-33,-229,"1,707",-5,85,31,-20,181,-72
Cash from Financing Activity +,-267,-82,109,193,675,"-2,679",43,83,-461,2,116,1
Net Cash Flow,-15,43,-14,33,141,-162,-46,18,-7,15,271,25
