,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025
Promoters +,74.97%,74.97%,74.97%,74.97%,74.97%,70.02%,71.75%,71.75%,72.71%,74.96%,74.96%,74.96%
FIIs +,12.56%,13.23%,12.88%,11.70%,11.95%,17.51%,15.86%,15.91%,14.73%,12.66%,12.34%,12.36%
DIIs +,5.00%,0.00%,0.00%,0.01%,0.04%,0.76%,1.18%,1.41%,1.42%,1.52%,1.60%,1.64%
Public +,7.47%,11.80%,12.15%,13.32%,13.04%,11.72%,11.20%,10.93%,11.14%,10.84%,11.09%,11.03%
No. of Shareholders,"15,02,713","14,76,872","14,88,295","17,90,675","16,70,036","15,03,347","14,60,767","14,26,249","17,90,384","17,42,783","18,85,684","18,91,234"
