,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"4,580","1,182","4,333","6,850","7,724","9,027","8,814","11,961","16,048","7,347","6,008","10,824"
Cash from Investing Activity +,"-12,694","-6,717","-2,262","-1,998","-1,431",-832,"-1,476","-1,884","-2,331","-4,090","-8,344","-12,323"
Cash from Financing Activity +,"8,879","5,708","-2,672","-5,108","-6,276","-8,261","-7,016","-4,612","-15,120","-2,500","1,381",809
Net Cash Flow,766,173,-601,-256,17,-67,322,"5,465","-1,403",757,-955,-689
