,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,27,76,127,150,239,-82,1,158,-17,-380,"-2,036",-491
Cash from Investing Activity +,-74,-29,-50,-140,-213,-104,71,-167,-828,-581,430,-655
Cash from Financing Activity +,15,-40,-41,-28,157,-11,-22,-3,839,999,"1,713","1,286"
Net Cash Flow,-32,8,37,-18,183,-197,50,-13,-6,38,107,140
