,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"1,563","1,173","1,741","2,382","1,463","1,691","3,068","3,755","3,326","3,238","4,134","5,005"
Cash from Investing Activity +,"-1,265",-950,"-4,533","-1,304",-834,"-1,688",114,"-2,374","-1,858","-2,376","-2,982","-3,691"
Cash from Financing Activity +,-266,165,"3,104","-1,326",-385,-349,"-2,949","-1,240","-1,600",-958,"-1,200","-1,293"
Net Cash Flow,33,388,312,-248,243,-345,234,141,-132,-97,-49,21
