,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Promoters +,46.59%,46.26%,45.93%,40.50%,40.34%,38.02%,37.21%,37.08%,35.01%
FIIs +,4.18%,7.75%,10.84%,15.30%,18.49%,25.22%,27.37%,31.00%,25.83%
DIIs +,18.79%,12.50%,19.10%,24.71%,24.14%,21.58%,19.55%,16.30%,23.51%
Public +,30.44%,33.49%,24.14%,19.49%,17.03%,15.17%,15.88%,15.60%,15.65%
No. of Shareholders,"24,396","43,828","42,579","53,958","57,417","84,286","98,021","1,29,055","1,97,844"
