,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,,847,"-1,605",-124,425,"-1,334",-967,777,"-4,052","-5,855","-4,672","-3,390"
Cash from Investing Activity +,,"-1,345",741,"1,340",-494,"2,337","2,825",-334,"4,900","5,701","6,908","4,691"
Cash from Financing Activity +,,-208,-366,-307,"1,125",-476,-300,77,-6,-65,-326,-343
Net Cash Flow,,-706,"-1,229",910,"1,056",527,"1,558",520,842,-219,"1,910",958
