,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Debtor Days,7,6,12,6,4,2,2,3,2,7,2,2
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,7,6,12,6,4,2,2,3,2,7,2,2
Working Capital Days,-136,-138,-151,242,185,-27,218,33,588,355,162,137
ROCE %,25%,16%,2%,12%,3%,15%,4%,-13%,4%,23%,3%,4%
