,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,240,172,948,329,312,812,449,"1,463",552,724,803,88
Cash from Investing Activity +,-81,-256,-307,-486,-884,-756,-731,-840,-372,-448,-321,-568
Cash from Financing Activity +,-151,87,-224,-129,503,59,155,-597,-217,-262,-438,444
Net Cash Flow,8,3,417,-286,-69,115,-127,26,-37,14,45,-37
