,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,428,534,562,730,588,554,531,922,644,749,779,896
Cash from Investing Activity +,-140,-237,"-1,313",-306,-276,-26,-231,-224,-234,-122,-210,-340
Cash from Financing Activity +,-301,-215,502,-496,-324,-428,-405,-688,-402,-608,-563,-500
Net Cash Flow,-13,82,-249,-72,-12,100,-106,9,8,19,6,56
