,Mar 2006,Mar 2007,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,,,-36,250,316,309,60,370,222,239,183,363
Cash from Investing Activity +,,,81,5,-21,-7,-67,-76,-108,-705,-242,-171
Cash from Financing Activity +,,,-87,-234,-293,-226,9,-183,-134,487,24,-237
Net Cash Flow,,,-42,21,2,76,2,111,-20,21,-36,-46
