,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Promoters +,73.78%,70.70%,70.52%,70.51%,70.34%,70.48%,66.11%,66.22%,66.26%
FIIs +,10.93%,12.17%,9.78%,8.91%,8.37%,8.64%,10.00%,8.54%,8.86%
DIIs +,2.14%,6.54%,9.52%,10.63%,11.86%,12.29%,15.52%,17.48%,17.48%
Government +,0.00%,0.27%,0.44%,0.74%,0.76%,0.45%,0.45%,0.00%,0.01%
Public +,13.15%,10.32%,9.74%,9.21%,8.67%,8.14%,7.91%,7.76%,7.38%
No. of Shareholders,"38,069","35,394","39,912","39,188","44,881","60,759","83,549","55,488","70,827"
