,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"2,338","1,274","2,332","3,531","1,870","1,581","1,780","2,037","1,645","2,971","3,016","1,761"
Cash from Investing Activity +,-563,-663,-463,-985,"2,714","-1,927","-2,285","-1,147",-817,"-1,149",-605,"-1,681"
Cash from Financing Activity +,"-1,865","-1,087","-1,802","-2,341","-2,089","-1,712",-129,"-1,456",-755,"-2,076","-2,494",29
Net Cash Flow,-91,-477,68,205,"2,494","-2,058",-634,-565,73,-254,-83,109
