,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,-502,-305,733,"2,949",390,-923,998,"1,644","-2,873","-5,237","-7,556","-10,569"
Cash from Investing Activity +,-180,-36,-254,-186,-36,-98,-281,81,-33,-110,"2,725",-482
Cash from Financing Activity +,218,171,-498,"-2,844",-387,"1,490","-1,083","-1,574","2,903","5,748","4,331","10,821"
Net Cash Flow,-464,-169,-20,-81,-33,469,-365,152,-3,401,-501,-231
