,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Promoters +,61.96%,61.96%,61.96%,67.46%,67.54%,67.53%,67.53%,67.53%,67.53%
FIIs +,0.21%,0.47%,0.19%,0.77%,0.89%,1.25%,1.66%,3.34%,2.75%
DIIs +,0.18%,0.28%,0.06%,0.14%,0.01%,0.00%,0.05%,0.06%,0.07%
Public +,37.65%,37.29%,37.80%,31.63%,31.56%,31.22%,30.76%,29.09%,29.64%
No. of Shareholders,"14,897","17,917","18,321","17,601","19,092","52,928","48,201","1,11,902","1,68,469"
