,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025
Promoters +,90.09%,90.09%,90.17%,90.17%,90.28%,90.28%,90.28%,90.00%,90.00%,90.00%,90.00%,90.00%
FIIs +,0.05%,0.07%,0.07%,0.08%,0.08%,0.09%,0.10%,0.11%,0.06%,0.04%,0.06%,0.00%
DIIs +,0.02%,0.01%,0.01%,0.01%,0.01%,0.01%,0.02%,0.02%,0.03%,0.03%,0.04%,0.04%
Government +,7.76%,7.76%,7.70%,7.70%,7.61%,7.61%,7.61%,7.90%,7.90%,7.90%,7.90%,7.90%
Public +,2.08%,2.06%,2.03%,2.03%,2.01%,1.99%,1.99%,1.97%,2.01%,2.02%,1.99%,2.04%
No. of Shareholders,"78,017","77,024","75,489","75,886","74,754","80,144","97,979","1,00,321","1,07,468","1,05,144","1,60,154","2,05,507"
