,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,79,69,99,122,115,99,89,98,89,84,99,103
Inventory Days,185,123,150,226,263,235,199,254,229,193,186,132
Days Payable,115,56,78,144,195,171,124,176,168,154,176,128
Cash Conversion Cycle,148,136,171,205,183,163,165,177,150,122,108,107
Working Capital Days,96,83,99,98,86,74,58,59,57,54,56,79
ROCE %,-24%,-3%,15%,15%,18%,20%,21%,14%,25%,20%,28%,29%
