,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,166,180,316,338,238,317,224,509,426,296,602,501
Cash from Investing Activity +,-151,-263,-267,-140,-136,-261,-90,-296,-298,-182,-298,-372
Cash from Financing Activity +,-13,87,-39,-168,-72,-114,-140,-205,-120,-135,-216,-209
Net Cash Flow,2,5,10,30,30,-58,-6,9,7,-22,88,-80
