,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Promoters +,74.92%,74.92%,74.92%,74.92%,74.92%,74.92%,71.64%,73.22%,69.94%
FIIs +,17.19%,19.99%,20.63%,20.69%,20.30%,20.57%,21.04%,17.49%,17.58%
DIIs +,3.20%,2.63%,2.57%,2.57%,2.55%,3.21%,3.80%,3.80%,6.33%
Public +,4.69%,2.46%,1.88%,1.82%,2.23%,1.30%,3.51%,5.49%,6.16%
No. of Shareholders,"57,168","51,685","42,663","42,441","75,527","88,941","3,22,851","4,78,125","5,27,137"
