,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Promoters +,73.72%,83.09%,87.05%,89.10%,89.10%,81.41%,81.41%,73.38%,73.38%
FIIs +,2.55%,1.19%,0.70%,0.40%,0.48%,0.72%,2.67%,4.52%,3.88%
DIIs +,16.33%,11.67%,7.32%,5.82%,5.11%,11.07%,10.36%,15.82%,15.90%
Public +,7.40%,4.04%,4.93%,4.68%,5.31%,6.80%,5.57%,6.27%,6.83%
No. of Shareholders,"2,86,014","2,65,374","3,14,114","3,33,382","4,10,305","5,12,552","4,77,568","6,17,238","7,26,167"
