,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,72,71,71,62,68,62,62,56,53,51,47,48
Inventory Days,28,56,66,,,,,,,,,
Days Payable,639,671,597,,,,,,,,,
Cash Conversion Cycle,-539,-544,-461,62,68,62,62,56,53,51,47,48
Working Capital Days,48,65,60,54,57,29,18,9,33,36,32,195
ROCE %,29%,27%,23%,19%,17%,19%,20%,22%,21%,18%,17%,20%
