,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,-517,-938,453,174,-202,146,-282,696,"1,069","-2,383","2,810","2,163"
Cash from Investing Activity +,715,-88,-121,-559,-592,-646,358,-591,"-1,390","1,739",-644,"-2,392"
Cash from Financing Activity +,-1,694,-204,335,651,839,-309,-116,"1,142",709,"-2,034",200
Net Cash Flow,197,-333,128,-50,-143,339,-233,-11,821,64,131,-29
