,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Cash from Operating Activity +,"-5,498","-1,486","7,524","2,994","-3,806",-761,"3,418","-1,206",-102,43,"4,128",860
Cash from Investing Activity +,"-2,006",184,"-17,628","8,640","-20,361",-713,154,"2,386",-509,204,"-2,356",-906
Cash from Financing Activity +,"7,589","1,432","10,010","-8,891","26,382","1,183","-3,729",-652,-25,-3,"-1,900",0
Net Cash Flow,85,130,-94,"2,743","2,215",-291,-157,528,-636,244,-129,-47
