,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,121,-65,182,332,342,298,347,733,911,994,666,602
Cash from Investing Activity +,-312,-397,-312,-289,-384,-253,-221,-941,-914,-997,-822,-682
Cash from Financing Activity +,203,486,103,-54,42,-45,-128,255,30,-27,250,39
Net Cash Flow,12,24,-27,-10,1,-0,-1,47,27,-30,93,-41
