,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,,,,82,155,196,273,265,220,381,590,698
Cash from Investing Activity +,,,,-83,-94,-67,-163,-122,-301,-52,-251,122
Cash from Financing Activity +,,,,-1,-50,-132,-112,-127,116,-359,-323,-773
Net Cash Flow,,,,-1,10,-4,-1,16,35,-30,16,47
