,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"6,790","7,840","7,887","9,277","8,423","11,632","10,064","14,755","11,080","13,060","17,622","16,943"
Cash from Investing Activity +,-284,"-2,537","-13,761","-11,770","3,595","5,065","3,593",685,"-22,321","-8,169","1,144","-8,073"
Cash from Financing Activity +,"-3,570",-830,-159,"-2,275","-12,998","-4,937","-15,100","-12,884","4,659","-6,088","-18,257","-6,396"
Net Cash Flow,"2,936","4,474","-6,032","-4,767",-979,"11,760","-1,442","2,556","-6,583","-1,197",509,"2,473"
