,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,195,305,392,351,360,100,595,646,25,408,903,672
Cash from Investing Activity +,-113,-239,144,-557,-162,89,-376,-453,250,-227,-590,-379
Cash from Financing Activity +,-87,-87,-92,-216,-192,-223,-141,-274,-309,-133,-249,-366
Net Cash Flow,-6,-21,444,-422,6,-34,78,-81,-35,49,64,-72
