,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,25,24,39,33,37,36,42,25,30,25,30,18
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,25,24,39,33,37,36,42,25,30,25,30,18
Working Capital Days,-223,-253,-100,-79,-92,-79,-85,-111,-75,-44,-22,207
ROCE %,12%,14%,22%,22%,24%,22%,18%,31%,40%,30%,40%,42%
