,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"-1,998","-1,991",-567,"8,000","-12,514","-34,215",208,"10,214","5,068","-2,701","-1,226","25,796"
Cash from Investing Activity +,-223,-272,-715,-464,720,116,-296,-59,-192,-283,-217,-344
Cash from Financing Activity +,"1,110",-61,"2,927","1,889","12,843","21,622","9,279","-5,342","-4,383","-3,569","-1,794","-6,990"
Net Cash Flow,"-1,111","-2,323","1,645","9,424","1,049","-12,477","9,191","4,813",492,"-6,554","-3,237","18,462"
