,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,28,27,33,31,35,27,21,29,36,37,38,43
Inventory Days,97,92,119,140,128,125,129,129,122,110,113,127
Days Payable,59,46,95,92,106,74,93,109,104,85,80,71
Cash Conversion Cycle,67,73,58,80,57,78,57,49,54,63,72,99
Working Capital Days,19,27,25,25,18,31,10,11,12,24,30,47
ROCE %,26%,26%,23%,16%,9%,9%,5%,9%,7%,10%,16%,11%
