,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,146,119,156,147,123,175,166,34,49,23,4,8
Inventory Days,50,48,55,65,63,79,60,39,119,25,42,71
Days Payable,22,23,28,18,24,59,29,19,57,22,27,25
Cash Conversion Cycle,174,144,183,193,161,195,198,54,111,26,19,54
Working Capital Days,145,118,167,171,143,150,164,43,81,28,14,49
ROCE %,7%,9%,10%,11%,12%,12%,14%,20%,23%,16%,20%,28%
