,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,133,315,11,315,91,358,510,977,652,691,"1,112","1,213"
Cash from Investing Activity +,-128,-191,-93,-170,-165,-264,-435,-647,-530,-876,-916,-375
Cash from Financing Activity +,-9,-124,81,-145,79,-53,-78,-359,26,143,27,-815
Net Cash Flow,-4,-0,-0,0,5,41,-3,-28,148,-41,222,24
