,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"7,007","19,410","6,651","10,254","11,037","8,554","5,469","17,829","15,810","-3,466","23,852","14,228"
Cash from Investing Activity +,"-5,152","-5,667","-4,272","-5,304","-7,398","-11,382","-14,168","-12,279","-13,745","-11,384","-13,019","-10,557"
Cash from Financing Activity +,"-1,256","-14,699","-3,674","-4,239","-4,423","2,598","8,452","-4,709","-2,066","16,025","-16,155","-4,138"
Net Cash Flow,600,-956,"-1,295",712,-784,-230,-247,841,-1,"1,175","-5,322",-467
