,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,12,8,8,6,7,10,10,7,8,10,12,16
Inventory Days,20,28,30,25,21,20,22,22,20,23,19,23
Days Payable,57,57,70,65,70,59,51,73,54,58,62,70
Cash Conversion Cycle,-25,-20,-32,-33,-42,-29,-20,-44,-26,-25,-31,-31
Working Capital Days,-18,-26,-27,-33,-40,-29,-19,-47,-29,-27,-26,-4
ROCE %,16%,19%,23%,24%,24%,19%,9%,11%,6%,16%,22%,22%
