,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025
Promoters +,70.28%,71.47%,71.47%,71.47%,71.47%,74.53%,74.53%,74.72%,74.95%,74.95%,74.95%,74.95%
FIIs +,6.74%,6.74%,7.01%,7.01%,7.14%,7.14%,7.19%,7.19%,7.23%,7.29%,7.31%,7.41%
DIIs +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.02%,0.09%
Public +,22.99%,21.79%,21.51%,21.52%,21.39%,18.33%,18.28%,18.09%,17.82%,17.76%,17.71%,17.54%
No. of Shareholders,"6,527","6,287","6,592","6,792","6,137","6,238","8,147","8,562","10,385","23,591","24,205","29,636"
