,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"4,995","6,449","8,482","10,282","11,788","6,601","3,496","8,856","1,840","10,815","16,801","16,136"
Cash from Investing Activity +,"-4,997","-4,491","-7,230","-9,173","-8,302","-3,540",-557,"-7,291",-239,"-8,820","-11,865","-14,456"
Cash from Financing Activity +,-74,"-2,004","-1,237","-1,129","-3,436","-2,948","-3,104","-1,545","-1,607","-1,214","-4,062","-4,155"
Net Cash Flow,-76,-45,16,-20,50,113,-165,20,-6,780,874,"-2,475"
