,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Cash from Operating Activity +,-71,97,78,126,126,47,172,35,240,69,166,288
Cash from Investing Activity +,-259,-122,-17,-16,-39,-53,-107,-152,-110,2,-217,-101
Cash from Financing Activity +,254,20,-52,-100,-77,-10,-60,91,-48,-81,60,-82
Net Cash Flow,-75,-4,10,10,9,-17,5,-25,82,-11,8,105
