,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025
Promoters +,20.00%,20.00%,20.00%,20.00%,15.00%,15.00%,15.00%,15.00%,15.00%,15.00%,15.00%,15.00%
FIIs +,0.00%,15.65%,15.83%,14.67%,15.10%,15.25%,18.16%,11.38%,14.00%,13.77%,17.15%,11.34%
DIIs +,34.69%,18.96%,18.46%,18.48%,22.03%,21.80%,21.33%,23.15%,24.92%,21.57%,19.11%,15.41%
Public +,45.31%,45.40%,45.71%,46.85%,47.87%,47.94%,45.51%,50.47%,46.09%,49.66%,48.74%,58.25%
No. of Shareholders,"7,90,055","7,97,029","8,01,220","8,28,853","8,32,125","8,09,315","7,77,030","8,43,101","8,28,805","11,03,616","11,73,419","15,29,589"
