,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,96,82,76,78,75,78,57,69,72,71,74,60
Inventory Days,125,79,104,97,152,119,116,143,125,127,106,86
Days Payable,222,146,211,191,228,211,211,260,223,223,198,138
Cash Conversion Cycle,-2,15,-31,-16,-2,-14,-38,-48,-26,-25,-18,8
Working Capital Days,53,31,16,22,35,31,16,10,22,22,27,36
ROCE %,14%,15%,20%,20%,20%,25%,19%,13%,20%,25%,26%,26%
