,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,98,122,159,171,197,219,284,398,447,456,535,569
Cash from Investing Activity +,-89,-113,-163,-137,-172,-100,-26,-212,-449,-287,-24,-303
Cash from Financing Activity +,-10,-1,0,-32,13,-55,-190,-139,136,-283,-414,-334
Net Cash Flow,-2,8,-5,2,37,64,67,48,134,-114,97,-68
