,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,59,56,43,40,39,36,45,48,48,42,56,52
Inventory Days,114,76,102,110,105,113,105,148,162,124,108,129
Days Payable,82,74,88,87,70,58,65,103,80,37,74,54
Cash Conversion Cycle,91,58,58,64,75,92,84,93,130,129,91,126
Working Capital Days,90,37,-8,19,76,74,66,70,86,76,76,144
ROCE %,18%,17%,15%,20%,22%,22%,17%,24%,24%,14%,18%,18%
