,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Promoters +,48.76%,48.76%,48.75%,48.76%,44.88%,44.66%,53.32%,53.14%,62.44%
FIIs +,5.87%,5.48%,5.01%,2.90%,12.61%,15.07%,16.21%,12.37%,11.46%
DIIs +,0.07%,0.00%,0.07%,0.18%,2.51%,3.33%,3.67%,7.21%,11.96%
Public +,45.30%,45.76%,46.17%,48.16%,40.00%,36.94%,26.79%,27.25%,14.13%
No. of Shareholders,"5,526","5,532","5,274","8,574","21,531","33,831","35,393","36,712","65,583"
