,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"9,068","2,302","5,025","13,222","-10,392","1,822","46,619","4,881","8,308","-1,242","15,685","16,916"
Cash from Investing Activity +,"-1,130","-4,467","-2,353","-5,289","-5,475","-3,323","-13,068","-11,172","-10,903","-10,381","-8,919","-25,272"
Cash from Financing Activity +,"-5,814","2,426","2,024","6,055","14,679","8,365",-735,"-10,072","7,543","1,883","15,515","22,165"
Net Cash Flow,"2,125",260,"4,696","13,989","-1,188","6,864","32,815","-16,363","4,949","-9,740","22,281","13,809"
