,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"3,238","5,824","5,257","4,725","5,101","5,610","5,598","7,014","10,233","8,431","14,170","21,501"
Cash from Investing Activity +,"-4,700","-4,737","-2,692","-1,212",-520,-984,"-2,304","-2,188",774,"1,545","3,481","-17,142"
Cash from Financing Activity +,"1,631","-1,144","-2,713","-3,539","-4,600","-4,663","-2,377","-5,655","-10,338","-10,408","-16,864","-5,175"
Net Cash Flow,169,-58,-148,-26,-19,-37,917,-828,669,-433,787,-816
