,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Cash from Operating Activity +,"2,218","3,502","2,114","3,690","3,267","4,328","2,487","3,850","3,120","4,197","5,277","6,558"
Cash from Investing Activity +,"-1,394","-2,072",-380,-68,"-3,610","-1,954",-273,"1,766","-2,869",276,"1,211",-72
Cash from Financing Activity +,"-1,445","-1,496","-1,644","-3,384",-190,"-1,885","-2,074","-6,247",-20,"-4,056","-7,181","-6,167"
Net Cash Flow,-621,-66,90,238,-532,488,140,-630,231,417,-692,319
