,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"6,765","-12,273","23,645","52,636","19,383","48,671","79,565","138,015","58,111","-3,771","157,284","122,805"
Cash from Investing Activity +,"-15,750","-13,175","-12,060","-1,711","-50,551","-30,282","-42,095","-63,631","-39,448","-67,689","-144,737","-77,288"
Cash from Financing Activity +,"7,872","24,827","5,814","-35,470","39,676","-19,997","2,992","-54,667","17,451","24,791","13,765","5,589"
Net Cash Flow,"-1,113",-621,"17,399","15,455","8,508","-1,608","40,462","19,718","36,114","-46,669","26,312","51,106"
