,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
ROE %,,21%,22%,20%,22%,20%,13%,17%,23%,22%,19%
