,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,81,79,81,70,74,68,71,67,80,81,81,84
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,81,79,81,70,74,68,71,67,80,81,81,84
Working Capital Days,52,33,62,63,61,70,67,62,36,33,36,36
ROCE %,56%,50%,51%,44%,39%,47%,47%,49%,54%,59%,64%,65%
